VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water resources,Total renewable water resources,Total renewable water resources,Chad,2017,45.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chad,2018,45.7,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chad,2019,45.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chad,2020,45.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chad,2021,45.7,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chile,2017,923.06,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chile,2018,923.06,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chile,2019,923.06,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chile,2020,923.06,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Chile,2021,923.06,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,China,2017,2840.22,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,China,2018,2840.22,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,China,2019,2840.22,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,China,2020,2840.22,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,China,2021,2840.22,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Colombia,2017,2360,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Colombia,2018,2360,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Colombia,2019,2360,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Colombia,2020,2360,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Colombia,2021,2360,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Comoros,2017,1.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Comoros,2018,1.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Comoros,2019,1.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Comoros,2020,1.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Comoros,2021,1.2,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Congo,2017,832,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Congo,2018,832,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Congo,2019,832,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Congo,2020,832,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Congo,2021,832,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cook Islands,2017,0,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cook Islands,2018,0,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cook Islands,2019,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cook Islands,2020,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cook Islands,2021,0,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Costa Rica,2017,113,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Costa Rica,2018,113,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Costa Rica,2019,113,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Costa Rica,2020,113,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Costa Rica,2021,113,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Croatia,2017,105.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Croatia,2018,105.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Croatia,2019,105.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Croatia,2020,105.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Croatia,2021,105.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cuba,2017,38.12,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cuba,2018,38.12,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cuba,2019,38.12,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cuba,2020,38.12,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cuba,2021,38.12,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cyprus,2017,0.78,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cyprus,2018,0.78,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cyprus,2019,0.78,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cyprus,2020,0.78,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Cyprus,2021,0.78,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Czechia,2017,13.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Czechia,2018,13.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Czechia,2019,13.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Czechia,2020,13.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Czechia,2021,13.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Côte d'Ivoire,2017,84.14,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Côte d'Ivoire,2018,84.14,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Côte d'Ivoire,2019,84.14,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Côte d'Ivoire,2020,84.14,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Côte d'Ivoire,2021,84.14,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic People's Republic of Korea,2017,77.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic People's Republic of Korea,2018,77.15,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic People's Republic of Korea,2019,77.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic People's Republic of Korea,2020,77.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic People's Republic of Korea,2021,77.15,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic Republic of the Congo,2017,1283,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic Republic of the Congo,2018,1283,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic Republic of the Congo,2019,1283,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic Republic of the Congo,2020,1283,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Democratic Republic of the Congo,2021,1283,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Denmark,2017,6,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Denmark,2018,6,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Denmark,2019,6,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Denmark,2020,6,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Denmark,2021,6,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Djibouti,2017,0.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Djibouti,2018,0.3,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Djibouti,2019,0.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Djibouti,2020,0.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Djibouti,2021,0.3,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominica,2017,0.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominica,2018,0.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominica,2019,0.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominica,2020,0.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominica,2021,0.2,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominican Republic,2017,23.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominican Republic,2018,23.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominican Republic,2019,23.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominican Republic,2020,23.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Dominican Republic,2021,23.5,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Ecuador,2017,442.4,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Ecuador,2018,442.4,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Ecuador,2019,442.4,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Ecuador,2020,442.4,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Ecuador,2021,442.4,10^9 m3/year,I,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Egypt,2017,57.5,10^9 m3/year,E,FALSE
Water resources,Total renewable water resources,Total renewable water resources,Egypt,2018,57.5,10^9 m3/year,E,FALSE
